LISTED_STOCKS,COMPANY,SECTOR,SUBSECTOR,YEAR,DATE,FS_YEAR,ASSETS,LIABILITIES,EQUITY,SALES,EBT,PROFIT_FOR_THE_PERIOD,PROFIT_ATTR_TO_OWNERS_ENTITY,EPS,BOOK_VALUE,PER,PBV,DER,ROA,ROE,NPM,Category
TAXI,Express Transindo Utama Tbk.,"INFRASTRUCTURE, UTILITIES AND TRANSPORTATION",TRANSPORTATION,Year 2017,Sep-17,Dec,2392000000000.0,1866000000000.0,526000000000,232000000000.0,-295000000000.0,-211000000000.0,-211000000000.0,-131.0,245.0,-1.21,0.64,3.55,-11.75,-53.48,-121.4,Not Overvalued
TMAS,Pelayaran Tempuran Emas Tbk.,"INFRASTRUCTURE, UTILITIES AND TRANSPORTATION",TRANSPORTATION,Year 2017,Dec-17,Dec,2918000000000.0,1895000000000.0,1023000000000,2128000000000.0,19000000000.0,53000000000.0,53000000000.0,46.0,897.0,24.31,1.26,1.85,1.83,5.22,2.51,Not Overvalued
TRAM,Trada Alam Minera Tbk.,"INFRASTRUCTURE, UTILITIES AND TRANSPORTATION",TRANSPORTATION,Year 2017,Dec-17,Dec,11322000000000.0,6003000000000.0,5319000000000,524000000000.0,-13000000000.0,4000000000.0,-34000000000.0,-0.676,107.0,-485.01,3.06,1.13,0.04,0.08,0.76,Not Overvalued
WEHA,WEHA Transportasi Indonesia Tbk. [S],"INFRASTRUCTURE, UTILITIES AND TRANSPORTATION",TRANSPORTATION,Year 2017,Dec-17,Dec,300000000000.0,148000000000.0,152000000000,138000000000.0,68000000000.0,50000000000.0,48000000000.0,55.0,172.0,3.84,1.22,0.97,16.81,33.09,36.46,Not Overvalued
WINS,Wintermar Offshore Marine Tbk. [S],"INFRASTRUCTURE, UTILITIES AND TRANSPORTATION",TRANSPORTATION,Year 2017,Dec-17,Dec,4586000000000.0,1858000000000.0,2728000000000,839000000000.0,-538000000000.0,-540000000000.0,-367000000000.0,-87.0,644.0,-3.97,0.53,0.68,-11.77,-19.8,-64.33,Not Overvalued
ADRO,Adaro Energy Tbk. [S],MINING,COAL MINING,Year 2017,Dec-17,Dec,92318000000000.0,36885000000000.0,55433000000000,44144000000000.0,12593000000000.0,7268000000000.0,6548000000000.0,205.0,1733.0,10.41,1.23,0.67,7.87,13.11,16.46,Overvalued
ARII,Atlas Resources Tbk [S],MINING,COAL MINING,Year 2017,Dec-17,Dec,4413000000000.0,3876000000000.0,537000000000,388000000000.0,-96000000000.0,-226000000000.0,-209000000000.0,-70.0,179.0,-15.48,6.04,7.22,-5.11,-42.04,-58.18,Not Overvalued
BSSR,Baramulti Suksessarana Tbk. [S],MINING,COAL MINING,Year 2017,Dec-17,Dec,2847000000000.0,816000000000.0,2031000000000,5319000000000.0,1513000000000.0,1122000000000.0,1122000000000.0,429.0,776.0,5.48,3.03,0.4,39.41,55.25,21.1,Overvalued
BYAN,Bayan Resources Tbk. [S],MINING,COAL MINING,Year 2017,Dec-17,Dec,12042000000000.0,5056000000000.0,6985000000000,14461000000000.0,5691000000000.0,4579000000000.0,4333000000000.0,1300.0,2096.0,8.23,5.11,0.72,38.03,65.56,31.67,Overvalued
DEWA,Darma Henwa Tbk. [S],MINING,COAL MINING,Year 2017,Sep-17,Dec,5235000000000.0,2194000000000.0,3041000000000,2562000000000.0,3000000000.0,4000000000.0,3000000000.0,0.212,139.0,235.41,0.36,0.72,0.09,0.16,0.19,Overvalued
DOID,Delta Dunia Makmur Tbk.,MINING,COAL MINING,Year 2017,Dec-17,Dec,12811000000000.0,10410000000000.0,2400000000000,10359000000000.0,1175000000000.0,633000000000.0,633000000000.0,74.0,281.0,12.76,3.37,4.34,4.94,26.39,6.11,Overvalued
DSSA,Dian Swastatika Sentosa Tbk. [S],MINING,COAL MINING,Year 2017,Dec-17,Dec,37081000000000.0,17378000000000.0,19703000000000,17907000000000.0,2593000000000.0,1737000000000.0,1160000000000.0,1505.0,25570.0,8.64,0.51,0.88,4.69,8.82,9.7,Overvalued
FIRE,Alfa Energi Investama Tbk. [S],MINING,COAL MINING,Year 2017,Dec-17,Dec,457000000000.0,233000000000.0,224000000000,177000000000.0,-2000000000.0,-1000000000.0,-1000000000.0,-0.807,172.0,-2601.76,12.21,1.04,-0.23,-0.47,-0.6,Not Overvalued
GEMS,Golden Energy Mines Tbk. [S],MINING,COAL MINING,Year 2017,Dec-17,Dec,8000000000000.0,4041000000000.0,3959000000000,10289000000000.0,2274000000000.0,1627000000000.0,1595000000000.0,271.0,673.0,9.41,3.79,1.02,20.34,41.1,15.81,Overvalued
HRUM,Harum Energy Tbk. [S],MINING,COAL MINING,Year 2017,Dec-17,Dec,6225000000000.0,861000000000.0,5363000000000,4411000000000.0,989000000000.0,755000000000.0,613000000000.0,227.0,1984.0,11.99,1.37,0.16,12.13,14.08,17.12,Overvalued
ITMG,Indo Tambangraya Megah Tbk. [S],MINING,COAL MINING,Year 2017,Dec-17,Dec,18407000000000.0,5426000000000.0,12981000000000,22890000000000.0,4905000000000.0,3424000000000.0,3422000000000.0,3029.0,11488.0,9.41,2.48,0.42,18.6,26.37,14.96,Overvalued
KKGI,Resource Alam Indonesia Tbk. [S],MINING,COAL MINING,Year 2017,Dec-17,Dec,1423000000000.0,223000000000.0,1201000000000,1135000000000.0,266000000000.0,182000000000.0,185000000000.0,37.0,240.0,10.82,1.67,0.19,12.79,15.17,16.05,Overvalued
MBAP,Mitrabara Adiperdana Tbk. [S],MINING,COAL MINING,Year 2017,Dec-17,Dec,2178000000000.0,521000000000.0,1657000000000,3503000000000.0,1067000000000.0,794000000000.0,794000000000.0,647.0,1350.0,4.97,2.38,0.31,36.47,47.94,22.68,Overvalued
MYOH,Samindo Resources Tbk. [S],MINING,COAL MINING,Year 2017,Dec-17,Dec,1843000000000.0,454000000000.0,1389000000000,2548000000000.0,231000000000.0,167000000000.0,166000000000.0,75.0,630.0,10.41,1.25,0.33,9.04,12.0,6.54,Overvalued
PTBA,Bukit Asam Tbk. [S],MINING,COAL MINING,Year 2017,Dec-17,Dec,21987000000000.0,8187000000000.0,13800000000000,19471000000000.0,6102000000000.0,4547000000000.0,4476000000000.0,389.0,1198.0,7.57,2.45,0.59,20.68,32.95,23.35,Overvalued
PTRO,Petrosea Tbk. [S],MINING,COAL MINING,Year 2017,Dec-17,Dec,5918000000000.0,3500000000000.0,2419000000000,3521000000000.0,1637000000000.0,113000000000.0,112000000000.0,111.0,2398.0,21.71,1.0,1.45,1.9,4.66,3.2,Overvalued
SMMT,Golden Eagle Energy Tbk. [S],MINING,COAL MINING,Year 2017,Dec-17,Dec,726000000000.0,306000000000.0,419000000000,58000000000.0,40000000000.0,40000000000.0,31000000000.0,10.0,133.0,17.95,1.33,0.73,5.52,9.56,69.53,Overvalued
SMRU,SMR Utama Tbk. [S],MINING,COAL MINING,Year 2017,Dec-17,Dec,2031000000000.0,1007000000000.0,1024000000000,750000000000.0,-13000000000.0,33000000000.0,33000000000.0,3.0,82.0,229.97,7.32,0.98,1.61,3.19,4.36,Overvalued
TOBA,Toba Bara Sejahtra Tbk. [S],MINING,COAL MINING,Year 2017,Dec-17,Dec,4700000000000.0,2341000000000.0,2358000000000,4192000000000.0,812000000000.0,558000000000.0,289000000000.0,144.0,1172.0,18.65,2.29,0.99,11.88,23.67,13.31,Overvalued
APEX,Apexindo Pratama Duta Tbk.,MINING,CRUDE PETROLEUM & NATURAL GAS PRODUCTION,Year 2017,Sep-17,Dec,8857000000000.0,8307000000000.0,549000000000,595000000000.0,92000000000.0,186000000000.0,186000000000.0,93.0,207.0,19.14,8.62,15.12,2.79,45.02,41.56,Overvalued
ARTI,Ratu Prabu Energi Tbk. [S],MINING,CRUDE PETROLEUM & NATURAL GAS PRODUCTION,Year 2017,Dec-17,Dec,2506000000000.0,746000000000.0,1760000000000,250000000000.0,33000000000.0,29000000000.0,10000000000.0,1.3,225.0,38.39,0.22,0.42,1.15,1.64,11.56,Overvalued
BIPI,Benakat Integra Tbk.,MINING,CRUDE PETROLEUM & NATURAL GAS PRODUCTION,Year 2017,Sep-17,Dec,18449000000000.0,14001000000000.0,4448000000000,36000000000.0,434000000000.0,436000000000.0,466000000000.0,15.0,111.0,5.37,0.75,3.15,3.15,13.08,1596.98,Overvalued
ELSA,Elnusa Tbk. [S],MINING,CRUDE PETROLEUM & NATURAL GAS PRODUCTION,Year 2017,Dec-17,Dec,4855000000000.0,1803000000000.0,3052000000000,4979000000000.0,326000000000.0,251000000000.0,247000000000.0,34.0,418.0,13.76,1.11,0.59,5.16,8.22,5.04,Overvalued
ENRG,Energi Mega Persada Tbk. [S],MINING,CRUDE PETROLEUM & NATURAL GAS PRODUCTION,Year 2017,Sep-17,Dec,13125000000000.0,12274000000000.0,852000000000,3269000000000.0,2537000000000.0,1808000000000.0,1173000000000.0,151.0,82.0,1.68,3.08,14.41,18.37,283.07,73.74,Overvalued
ESSA,Surya Esa Perkasa Tbk.,MINING,CRUDE PETROLEUM & NATURAL GAS PRODUCTION,Year 2017,Dec-17,Dec,11120000000000.0,8252000000000.0,2868000000000,457000000000.0,58000000000.0,30000000000.0,35000000000.0,2.0,201.0,127.93,1.55,2.88,0.27,1.04,6.5,Overvalued
MEDC,Medco Energi Internasional Tbk.,MINING,CRUDE PETROLEUM & NATURAL GAS PRODUCTION,Year 2017,Dec-17,Dec,69918000000000.0,50915000000000.0,19003000000000,12541000000000.0,4003000000000.0,1786000000000.0,1722000000000.0,97.0,1072.0,12.46,1.13,2.68,2.55,9.4,14.24,Overvalued
MITI,Mitra Investindo Tbk. [S],MINING,CRUDE PETROLEUM & NATURAL GAS PRODUCTION,Year 2017,Dec-17,Dec,234000000000.0,151000000000.0,83000000000,29000000000.0,-19000000000.0,-23000000000.0,-24000000000.0,-17.0,59.0,-2.99,0.85,1.82,-9.99,-28.15,-81.45,Not Overvalued
PKPK,Perdana Karya Perkasa Tbk.,MINING,CRUDE PETROLEUM & NATURAL GAS PRODUCTION,Year 2017,Dec-17,Dec,137000000000.0,78000000000.0,59000000000,11000000000.0,-20000000000.0,-10000000000.0,-10000000000.0,-17.0,99.0,-11.84,2.08,1.32,-7.6,-17.6,-93.65,Not Overvalued
RUIS,Radiant Utama Interinsco Tbk. [S],MINING,CRUDE PETROLEUM & NATURAL GAS PRODUCTION,Year 2017,Dec-17,Dec,959000000000.0,579000000000.0,380000000000,1125000000000.0,39000000000.0,21000000000.0,21000000000.0,27.0,494.0,8.46,0.47,1.52,2.18,5.5,1.86,Overvalued
CTTH,Citatah Tbk. [S],MINING,LAND / STONE QUARRYING,Year 2017,Dec-17,Dec,700000000000.0,379000000000.0,321000000000,233000000000.0,7000000000.0,5000000000.0,5000000000.0,4.0,261.0,31.57,0.46,1.18,0.67,1.47,2.02,Overvalued
ANTM,Aneka Tambang Tbk. [S],MINING,METAL AND MINERAL MINING,Year 2017,Dec-17,Dec,30014000000000.0,11524000000000.0,18490000000000,12654000000000.0,454000000000.0,137000000000.0,137000000000.0,6.0,769.0,136.43,1.01,0.62,0.45,0.74,1.08,Overvalued
CITA,Cita Mineral Investindo Tbk.,MINING,METAL AND MINERAL MINING,Year 2017,Dec-17,Dec,2678000000000.0,1764000000000.0,914000000000,724000000000.0,47000000000.0,47000000000.0,48000000000.0,14.0,271.0,44.89,2.34,1.93,1.77,5.19,6.56,Overvalued
CKRA,Cakra Mineral Tbk. [S],MINING,METAL AND MINERAL MINING,Year 2017,Sep-17,Dec,883000000000.0,27000000000.0,856000000000,44000000000.0,-29000000000.0,-29000000000.0,-17000000000.0,-4.0,168.0,-18.76,0.5,0.03,-4.34,-4.47,-86.35,Not Overvalued
INCO,Vale Indonesia Tbk. [S],MINING,METAL AND MINERAL MINING,Year 2017,Dec-17,Dec,29596000000000.0,4948000000000.0,24649000000000,8526000000000.0,-312000000000.0,-207000000000.0,-207000000000.0,-21.0,2481.0,-133.99,1.12,0.2,-0.7,-0.84,-2.43,Not Overvalued
PSAB,J Resources Asia Pasifik Tbk. [S],MINING,METAL AND MINERAL MINING,Year 2017,Dec-17,Dec,12430000000000.0,7707000000000.0,4723000000000,2960000000000.0,377000000000.0,214000000000.0,195000000000.0,7.0,178.0,37.73,1.56,1.63,1.73,4.54,7.25,Overvalued
TINS,Timah Tbk. [S],MINING,METAL AND MINERAL MINING,Year 2017,Dec-17,Dec,11876000000000.0,5815000000000.0,6061000000000,9217000000000.0,716000000000.0,502000000000.0,502000000000.0,67.0,814.0,14.38,1.19,0.96,4.23,8.29,5.45,Overvalued
ZINC,Kapuas Prima Coal Tbk. [S],MINING,METAL AND MINERAL MINING,Year 2017,Dec-17,Dec,712000000000.0,233000000000.0,479000000000,436000000000.0,66000000000.0,45000000000.0,45000000000.0,9.0,95.0,197.01,18.62,0.49,6.35,9.45,10.38,Overvalued
ASII,Astra International Tbk. [S],MISCELLANEOUS INDUSTRY,AUTOMOTIVE AND COMPONENTS,Year 2017,Dec-17,Dec,295646000000000.0,139317000000000.0,156329000000000,206057000000000.0,29196000000000.0,23165000000000.0,18881000000000.0,466.0,3862.0,15.65,1.89,0.89,7.84,14.82,11.24,Not Overvalued
AUTO,Astra Otoparts Tbk. [S],MISCELLANEOUS INDUSTRY,AUTOMOTIVE AND COMPONENTS,Year 2017,Dec-17,Dec,14762000000000.0,4003000000000.0,10759000000000,13550000000000.0,712000000000.0,548000000000.0,551000000000.0,114.0,2232.0,13.85,0.71,0.37,3.71,5.09,4.04,Not Overvalued
BOLT,Garuda Metalindo Tbk. [S],MISCELLANEOUS INDUSTRY,AUTOMOTIVE AND COMPONENTS,Year 2017,Dec-17,Dec,1189000000000.0,468000000000.0,721000000000,1048000000000.0,132000000000.0,93000000000.0,93000000000.0,40.0,307.0,22.6,2.91,0.65,7.84,12.94,8.9,Not Overvalued
BRAM,Indo Kordsa Tbk. [S],MISCELLANEOUS INDUSTRY,AUTOMOTIVE AND COMPONENTS,Year 2017,Dec-17,Dec,4125000000000.0,1184000000000.0,2941000000000,3276000000000.0,462000000000.0,333000000000.0,302000000000.0,672.0,6535.0,11.12,1.14,0.4,8.07,11.32,10.16,Not Overvalued
GDYR,Goodyear Indonesia Tbk. [S],MISCELLANEOUS INDUSTRY,AUTOMOTIVE AND COMPONENTS,Year 2017,Dec-17,Dec,1677000000000.0,951000000000.0,726000000000,2185000000000.0,-4000000000.0,-12000000000.0,-12000000000.0,-30.0,1770.0,-64.81,1.08,1.31,-0.72,-1.67,-0.55,Not Overvalued
GJTL,Gajah Tunggal Tbk. [S],MISCELLANEOUS INDUSTRY,AUTOMOTIVE AND COMPONENTS,Year 2017,Dec-17,Dec,18191000000000.0,12502000000000.0,5689000000000,14147000000000.0,107000000000.0,45000000000.0,45000000000.0,13.0,1633.0,62.69,0.5,2.2,0.25,0.79,0.32,Not Overvalued
IMAS,Indomobil Sukses Internasional Tbk.,MISCELLANEOUS INDUSTRY,AUTOMOTIVE AND COMPONENTS,Year 2017,Dec-17,Dec,31375000000000.0,22094000000000.0,9281000000000,15359000000000.0,148000000000.0,-64000000000.0,-110000000000.0,-40.0,3356.0,-32.16,0.38,2.38,-0.2,-0.69,-0.42,Not Overvalued
INDS,Indospring Tbk. [S],MISCELLANEOUS INDUSTRY,AUTOMOTIVE AND COMPONENTS,Year 2017,Dec-17,Dec,2435000000000.0,290000000000.0,2145000000000,1968000000000.0,160000000000.0,114000000000.0,114000000000.0,174.0,3268.0,9.15,0.49,0.14,4.67,5.3,5.77,Not Overvalued
LPIN,Multi Prima Sejahtera Tbk.,MISCELLANEOUS INDUSTRY,AUTOMOTIVE AND COMPONENTS,Year 2017,Dec-17,Dec,268000000000.0,37000000000.0,231000000000,103000000000.0,195000000000.0,192000000000.0,192000000000.0,1807.0,2178.0,0.4,0.34,0.16,71.6,82.94,186.48,Not Overvalued
MASA,Multistrada Arah Sarana Tbk. [S],MISCELLANEOUS INDUSTRY,AUTOMOTIVE AND COMPONENTS,Year 2017,Dec-17,Dec,8872000000000.0,4326000000000.0,4547000000000,3791000000000.0,-98000000000.0,-109000000000.0,-109000000000.0,-12.0,495.0,-26.47,0.63,0.95,-1.23,-2.4,-2.87,Not Overvalued
NIPS,Nipress Tbk. [S],MISCELLANEOUS INDUSTRY,AUTOMOTIVE AND COMPONENTS,Year 2017,Sep-17,Dec,1784000000000.0,905000000000.0,879000000000,766000000000.0,45000000000.0,32000000000.0,32000000000.0,26.0,538.0,16.34,0.8,1.03,2.41,4.89,5.62,Not Overvalued
PRAS,Prima Alloy Steel Universal Tbk. [S],MISCELLANEOUS INDUSTRY,AUTOMOTIVE AND COMPONENTS,Year 2017,Sep-17,Dec,1591000000000.0,854000000000.0,737000000000,300000000000.0,19000000000.0,15000000000.0,15000000000.0,29.0,1051.0,7.56,0.21,1.16,1.29,2.79,6.85,Not Overvalued
SMSM,Selamat Sempurna Tbk. [S],MISCELLANEOUS INDUSTRY,AUTOMOTIVE AND COMPONENTS,Year 2017,Dec-17,Dec,2443000000000.0,615000000000.0,1828000000000,3340000000000.0,721000000000.0,555000000000.0,499000000000.0,87.0,317.0,15.51,4.24,0.34,22.73,30.38,16.63,Not Overvalued
IKBI,Sumi Indo Kabel Tbk. [S],MISCELLANEOUS INDUSTRY,CABLE,Year 2017,Dec-17,Mar,1070000000000.0,197000000000.0,873000000000,1380000000000.0,5000000000.0,3000000000.0,3000000000.0,4.0,713.0,85.15,0.42,0.23,0.41,0.5,0.31,Not Overvalued
JECC,Jembo Cable Company Tbk. [S],MISCELLANEOUS INDUSTRY,CABLE,Year 2017,Dec-17,Dec,1928000000000.0,1381000000000.0,547000000000,2185000000000.0,112000000000.0,83000000000.0,83000000000.0,551.0,3620.0,9.98,1.52,2.52,4.32,15.23,3.82,Not Overvalued
KBLI,KMI Wire and Cable Tbk. [S],MISCELLANEOUS INDUSTRY,CABLE,Year 2017,Dec-17,Dec,3014000000000.0,1227000000000.0,1787000000000,3187000000000.0,429000000000.0,359000000000.0,362000000000.0,90.0,446.0,5.1,1.03,0.69,11.91,20.09,11.26,Not Overvalued
